q,amplitude
1.0,19.778491768057986
0.99,33.42102027919279
0.98,23.832193949316533
0.97,35.906962820612385
0.96,38.56008019502357
0.95,17.45914812306023
0.9400000000000001,21.975603438956313
0.93,17.077162229552318
0.92,16.457490725105636
0.91,26.179128906045218
0.9,19.502337152334583
0.89,21.816779620246173
0.88,9.714036234173006
0.87,12.379641511564907
0.86,9.57122536333438
0.8500000000000001,11.391590337910097
0.8400000000000001,11.134219207814445
0.8300000000000001,9.517326212968955
0.8200000000000001,11.256757688988344
0.81,9.860324170048036
0.8,11.953528182629931
